When did the player from Hawaii play for Toronto?	SELECT col4 FROM table_1_10015132_3 WHERE col5='Hawaii' 
During what period did Dell Curry play for Toronto?	SELECT col4 FROM table_1_10015132_3 WHERE col0='Dell Curry' 
What's the number of the player from Boise State?	SELECT col1 FROM table_1_10015132_3 WHERE col5='Boise State' 
What's Dell Curry nationality?	SELECT col2 FROM table_1_10015132_3 WHERE col0='Dell Curry' 
which player is from georgia	SELECT col0 FROM table_1_10015132_7 WHERE col5='Georgia' 
what school is rudy gay from	SELECT col5 FROM table_1_10015132_7 WHERE col0='Rudy Gay' 
what nationality is the player who played from 1997-98	SELECT col2 FROM table_1_10015132_7 WHERE col4='1997-98' 
what position did the player from connecticut play	SELECT col3 FROM table_1_10015132_7 WHERE col5='Connecticut' 
What positions are played by the school or club team Tilibra/Copimax (Brazil)?	SELECT col3 FROM table_1_10015132_2 WHERE col5='Tilibra/Copimax ( Brazil )' 
During which years was Marcus Banks in Toronto?	SELECT col4 FROM table_1_10015132_2 WHERE col0='Marcus Banks' 
Which positions were in Toronto in 2004?	SELECT col3 FROM table_1_10015132_2 WHERE col4='2004' 
What nationality is the player Muggsy Bogues?	SELECT col2 FROM table_1_10015132_2 WHERE col0='Muggsy Bogues' 
What years was the player Lonny Baxter in Toronto?	SELECT col4 FROM table_1_10015132_2 WHERE col0='Lonny Baxter' 
How many players were with the school or club team La Salle?	SELECT COUNT(col0) FROM table_1_10015132_2 WHERE col5='La Salle' 
When the scoring rank was 117,what was the best finish?	SELECT col6 FROM table_1_10021158_3 WHERE col10='117' 
When the best finish was T69,how many people came in 2nd?	SELECT col4 FROM table_1_10021158_3 WHERE col6='T69' 
How many wins were there when the money list rank was 183?	SELECT COUNT(col3) FROM table_1_10021158_3 WHERE col8='183' 
When the money list rank was n/a,what was the scoring average?	SELECT col9 FROM table_1_10021158_3 WHERE col8='n/a' 
What time was the highest for 2nd finishers?	SELECT MAX(col4) FROM table_1_10021158_3 WHERE 
When did the Metrostars have their first Rookie of the Year winner?	SELECT MIN(col0) FROM table_1_1004033_1 WHERE col4='MetroStars' 
What college did the Rookie of the Year from the Columbus Crew attend?	SELECT col7 FROM table_1_1004033_1 WHERE col4='Columbus Crew' 
How many teams had a #1 draft pick that won the Rookie of the Year Award?	SELECT COUNT(col4) FROM table_1_1004033_1 WHERE col5='1' 
What position did the #10 draft pick play?	SELECT col2 FROM table_1_1004033_1 WHERE col5='10' 
what's the years played with singles w-l of 32	SELECT col1 FROM table_1_10023387_1 WHERE col3='32' 
what's the doubles w-l for player seol jae-min (none)	SELECT col4 FROM table_1_10023387_1 WHERE col0='Seol Jae-Min (none)' 
what's the singles w-l for kim doo-hwan	SELECT col3 FROM table_1_10023387_1 WHERE col0='Kim Doo-Hwan' 
what's the total number of singles w-l with doubles w-l of 00 and total w-l of 31	SELECT COUNT(col3) FROM table_1_10023387_1 WHERE col4='00' AND col2='31' 
what's the doubles w-l with years played value of 1 (1968)	SELECT col4 FROM table_1_10023387_1 WHERE col1='1 (1968)' 
what years are played for player  im chung-yang	SELECT col1 FROM table_1_10023387_1 WHERE col0='Im Chung-Yang' 
What is the name of the 375 crest length?	SELECT col0 FROM table_1_10020178_1 WHERE col3='375' 
What is year of construction of spitallamm?	SELECT MIN(col5) FROM table_1_10020178_1 WHERE col0='Spitallamm' 
What is the canton of grande dixence?	SELECT col1 FROM table_1_10020178_1 WHERE col0='Grande Dixence' 
What is the name where lago di luzzone is?	SELECT col0 FROM table_1_10020178_1 WHERE col6='Lago di Luzzone' 
What is the guardian matrka for the guardian whose consort is Svaha?	SELECT col6 FROM table_1_100518_1 WHERE col4='Svaha' 
Where the mantra is "om yam vayuve namah",what is the direction of the guardian?	SELECT col1 FROM table_1_100518_1 WHERE col2='Om Yam Vayuve Namah' 
What weapon is used by the guardian whose consort is saci?	SELECT col3 FROM table_1_100518_1 WHERE col4='Saci' 
What are the directions for the guardian whose weapon is khadga (sword)?	SELECT col1 FROM table_1_100518_1 WHERE col3='Khadga (sword)' 
What are the weapons used by guardians for the direction East?	SELECT col3 FROM table_1_100518_1 WHERE col1='East' 
What are the directions for the guardian whose graha (planet)is brhaspati (Jupiter)?	SELECT col1 FROM table_1_100518_1 WHERE col5='Brhaspati (Jupiter)' 
What is the number of chapters listed for the fraternity with a headquarters in Austin,Texas?	SELECT MAX(col3) FROM table_1_10054296_1 WHERE col2='Fraternity' AND col1='Austin, Texas' 
What are the members listed with the sorority classification	SELECT col0 FROM table_1_10054296_1 WHERE col2='Sorority' 
Name the member that has 12 chapters	SELECT col0 FROM table_1_10054296_1 WHERE col3='12' 
Where is the headquarters of Alpha Nu Omega	SELECT col1 FROM table_1_10054296_1 WHERE col0='Alpha Nu Omega' 
what is the number of relapsing fever when malaria is 3000	SELECT MIN(col3) FROM table_1_1007688_1 WHERE col5='3000' 
what is the typhoid fever number for the year 1934	SELECT col2 FROM table_1_1007688_1 WHERE col0='1934' 
What are all the typhus number when smallpox is 4	SELECT col1 FROM table_1_1007688_1 WHERE col4='4' 
what is the number of smallpox when typhoid fever is 293	SELECT MAX(col4) FROM table_1_1007688_1 WHERE col2='293' 
what is the typhoid fever number for the year 1929	SELECT col2 FROM table_1_1007688_1 WHERE col0='1929' 
How many schools are in Bloomington,IN?	SELECT COUNT(col2) FROM table_1_10082596_1 WHERE col1='Bloomington, IN' 
How many of the schools are designated private/Presbyterian?	SELECT COUNT(col1) FROM table_1_10082596_1 WHERE col3='Private/Presbyterian' 
In what year was Lindenwood University founded?	SELECT MIN(col2) FROM table_1_10082596_1 WHERE col0='Lindenwood University' 
How many of the schools listed are in Ames,IA?	SELECT COUNT(col6) FROM table_1_10082596_1 WHERE col1='Ames, IA' 
What is the capital (endonym)where Douglas is the Capital (exonym)?	SELECT col3 FROM table_1_1008653_9 WHERE col1='Douglas' 
How many countries (endonym)has the capital (endonym)of Jakarta?	SELECT COUNT(col2) FROM table_1_1008653_9 WHERE col3='Jakarta' 
What is the country (exonym)where the official or native language(s)(alphabet/script)is Icelandic?	SELECT col0 FROM table_1_1008653_9 WHERE col4='Icelandic' 
In which country (endonym)is Irish English the official or native language(s)(alphabet/script)?	SELECT col2 FROM table_1_1008653_9 WHERE col4='Irish English' 
Which country (exonym)is the country (endonym)isle of man ellan vannin?	SELECT col0 FROM table_1_1008653_9 WHERE col2='Isle of Man Ellan Vannin' 
The season premiere aired on September 11,2000 aired on how many networks? 	SELECT COUNT(col1) FROM table_1_1009087_1 WHERE col2='September 11, 2000' 
What was the ranking of the season finale aired on May 8,2006? 	SELECT col5 FROM table_1_1009087_1 WHERE col3='May 8, 2006' 
what is the minimum population canada 2011 census with seat of rcm being cowansville	SELECT MIN(col1) FROM table_1_1011906_1 WHERE col4='Cowansville' 
what's the land area with seat of rcm being granby	SELECT col2 FROM table_1_1011906_1 WHERE col4='Granby' 
What is the population for County Mayo with the English Name Carrowteige?	SELECT col3 FROM table_1_101196_1 WHERE col0='County Mayo' AND col1='Carrowteige' 
What is the Irish name listed with 62% Irish speakers?	SELECT col2 FROM table_1_101196_1 WHERE col4='62%' 
What is the population for the Irish Name Leitir meallain?	SELECT col3 FROM table_1_101196_1 WHERE col2='Leitir Meallain' 
What is the county for the Irish name Carna?	SELECT col0 FROM table_1_101196_1 WHERE col2='Carna' 
How many County Kerry have 53% Irish speakers?	SELECT COUNT(col1) FROM table_1_101196_1 WHERE col4='53%' AND col0='County Kerry' 
What is the population for the English name Spiddal?	SELECT col3 FROM table_1_101196_1 WHERE col1='Spiddal' 
What is the the Chinese population for the state that has a Filipino population of 1474707?	SELECT MIN(col2) FROM table_1_10118412_6 WHERE col3='1474707' 
How many States have an Indian population of 30947?	SELECT COUNT(col3) FROM table_1_10118412_6 WHERE col4='30947' 
What is the highest Indian population?	SELECT MAX(col4) FROM table_1_10118412_6 WHERE 
What is Australia's role in the UN operation Unama?	SELECT col5 FROM table_1_10121127_1 WHERE col0='UNAMA' 
What is the UN operation title with the UN operation name,Uncok?	SELECT col1 FROM table_1_10121127_1 WHERE col0='UNCOK' 
How many Australians were in the UN commission on Korea?	SELECT COUNT(col4) FROM table_1_10121127_1 WHERE col1='UN Commission on Korea' 
When was it where 65 Australians were involved in the UN?	SELECT col3 FROM table_1_10121127_1 WHERE col4='65' 
What year is the season with the 10.73 million views?	SELECT col4 FROM table_1_10120207_8 WHERE col6='10.73' 
What is the season year where the rank is 39?	SELECT col4 FROM table_1_10120207_8 WHERE col5='39' 
What is the number of season premieres were 10.17 people watched?	SELECT COUNT(col2) FROM table_1_10120207_8 WHERE col6='10.17' 
What is the year of the season that was 12?	SELECT col4 FROM table_1_10120207_8 WHERE col0='12' 
In 2012 what was the average finish?	SELECT col7 FROM table_1_1012730_1 WHERE col0='2012' 
How many wins happened in 1983?	SELECT MIN(col2) FROM table_1_1012730_1 WHERE col0='1983' 
How many top tens had an average start of 29.4?	SELECT COUNT(col4) FROM table_1_1012730_1 WHERE col6='29.4' 
How many poles had an average finish of 19.1?	SELECT MAX(col5) FROM table_1_1012730_1 WHERE col7='19.1' 
How many starts did Hendrick motorsports have?	SELECT MIN(col1) FROM table_1_1012730_1 WHERE col10='Hendrick Motorsports' 
NHL players are all centre in Florida panthers.	SELECT col1 FROM table_1_1013129_10 WHERE col2='Centre' AND col4='Florida Panthers' 
NHL team player San Jose Sharks is United States nationally.	SELECT col1 FROM table_1_1013129_10 WHERE col4='San Jose Sharks' AND col3='United States' 
All players are position mark polak.	SELECT col2 FROM table_1_1013129_10 WHERE col1='Mark Polak' 
Position in nhl team centre are all smaller pick than 243.0	SELECT col4 FROM table_1_1013129_10 WHERE col2='Centre' AND col0<'243.0' 
What college/junior/club teams do the players from the St. Louis Blues come from?	SELECT col5 FROM table_1_1013129_11 WHERE col4='St. Louis Blues' 
What teams do the players from TPS (Finland)play for?	SELECT col4 FROM table_1_1013129_11 WHERE col5='TPS (Finland)' 
What high school team did Doug Nolan play for?	SELECT col5 FROM table_1_1013129_11 WHERE col1='Doug Nolan' 
What club team is Per Gustafsson play for?	SELECT col5 FROM table_1_1013129_11 WHERE col1='Per Gustafsson' 
What is the nationality of Shayne Wright?	SELECT col3 FROM table_1_1013129_11 WHERE col1='Shayne Wright' 
How many votes did Southern England cast whilst Northern Ireland cast 3?	SELECT col5 FROM table_1_10128185_2 WHERE col2='3' 
What was the lowest number of votes Scotland cast?	SELECT MIN(col4) FROM table_1_10128185_2 WHERE 
What is the total number of votes if Scotland cast 35?	SELECT COUNT(col4) FROM table_1_10128185_2 WHERE col7='35' 
How many votes did Northern Ireland cast if the total was 35?	SELECT col2 FROM table_1_10128185_2 WHERE col7='35' 
How many votes did Wales cast when Northern England cast 6?	SELECT MIN(col6) FROM table_1_10128185_2 WHERE col3='6' 
What teams had 9 in the top 5 and 1 wins?	SELECT col10 FROM table_1_1012730_2 WHERE col3='9' AND col2='1' 
What teams did the player vadim sharifijanov play for?	SELECT col5 FROM table_1_1013129_1 WHERE col1='Vadim Sharifijanov' 
What positions do the hartford whalers nhl team have?	SELECT col2 FROM table_1_1013129_1 WHERE col4='Hartford Whalers' 
What is the smallest pick for the player,brett lindros?	SELECT MIN(col0) FROM table_1_1013129_1 WHERE col1='Brett Lindros' 
What positions does the college/junior/club team,molot perm (russia)have?	SELECT col2 FROM table_1_1013129_1 WHERE col5='Molot Perm (Russia)' 
The nhl team new york islanders is what nationality?	SELECT col3 FROM table_1_1013129_1 WHERE col4='New York Islanders' 
What district was the reason for the changed parties on February 21,1978?	SELECT col0 FROM table_1_1013168_3 WHERE col2='Changed parties February 21, 1978' 
What is the name of the vacator for district Louisiana 1st?	SELECT col1 FROM table_1_1013168_3 WHERE col0='Louisiana 1st' 
Why did the seat for Tennessee's 5th district change?	SELECT col2 FROM table_1_1013168_3 WHERE col0='Tennessee 5th' 
Who was the successor for the district where the vacator died on June 24,1978?	SELECT col3 FROM table_1_1013168_3 WHERE col2='Died June 24, 1978' 
What is the notion when the crystal structure is tetragonal and the formula is bi 2 sr 2 cacu 2 o 8	SELECT col1 FROM table_1_101336_1 WHERE col4='Tetragonal' AND col0='Bi 2 Sr 2 CaCu 2 O 8' 
How many times is the formula tl 2 ba 2 cuo 6?	SELECT col3 FROM table_1_101336_1 WHERE col0='Tl 2 Ba 2 CuO 6' 
What is the crystal structure for the formula yba 2 cu 3 o 7?	SELECT col4 FROM table_1_101336_1 WHERE col0='YBa 2 Cu 3 O 7' 
What is the number for t c (k)when the notation is tl-2212?	SELECT COUNT(col2) FROM table_1_101336_1 WHERE col1='Tl-2212' 
How many 2010 estimations have been done in the city of Cremona?	SELECT COUNT(col5) FROM table_1_10138926_1 WHERE col1='Cremona' 
What's the 2001 census of the region of Abruzzo where the 1871 census is bigger than 51092.0?	SELECT MIN(col4) FROM table_1_10138926_1 WHERE col6='Abruzzo' AND col2>'51092.0' 
What's the 1991 census of the city of Carpi?	SELECT MAX(col3) FROM table_1_10138926_1 WHERE col1='Carpi' 
How many 2001 censuses are there on number 13?	SELECT COUNT(col4) FROM table_1_10138926_1 WHERE col0='13' 
What's the 1981 census of Livorno?	SELECT col2 FROM table_1_10138926_1 WHERE col1='Livorno' 
Which NHL team has player Mike Loach?	SELECT col4 FROM table_1_1013129_8 WHERE col1='Mike Loach' 
What is the NHL team that has Peter Strom?	SELECT col4 FROM table_1_1013129_8 WHERE col1='Peter Strom' 
What team is Keith Mccambridge on?	SELECT col5 FROM table_1_1013129_8 WHERE col1='Keith McCambridge' 
How many nationalities are the pick 193?	SELECT COUNT(col3) FROM table_1_1013129_8 WHERE col0='193' 
Who was the succesor that was formally installed on November 8,1978?	SELECT col3 FROM table_1_1013168_2 WHERE col4='November 8, 1978' 
What date did the successor get formally installed after the senator died on January 13,1978?	SELECT col4 FROM table_1_1013168_2 WHERE col2='Died January 13, 1978' 
How many songs received a 10 from Goodman and were rated by Tonioli?	SELECT COUNT(col5) FROM table_1_1014319_1 WHERE col3='10' 
What score did Goodman give to all songs with safe results,which received a 7 from Horwood and have a total score of 31?	SELECT col3 FROM table_1_1014319_1 WHERE col6='31' AND col2='7' AND col7='Safe' 
What score did Dixon give to the song "samba /young hearts run free",which was in second place?	SELECT col4 FROM table_1_1014319_1 WHERE col1='Samba / Young Hearts Run Free' AND col7='Second place' 
How many scores did Goodman give to "samba /young hearts run free",which was in second place?	SELECT COUNT(col3) FROM table_1_1014319_1 WHERE col7='Second place' AND col1='Samba / Young Hearts Run Free' 
What year was number 7 built?	SELECT col3 FROM table_1_1015421_1 WHERE col2='7' 
What is we two when the case/suffix is loc.?	SELECT col1 FROM table_1_1015914_24 WHERE col0='loc.' 
What is them two (the two)when we two is ngalbelpa?	SELECT col4 FROM table_1_1015914_24 WHERE col1='ngalbelpa' 
What is them two (the two)when you and i is ngbalngu?	SELECT col4 FROM table_1_1015914_24 WHERE col2='ngbalngu' 
What is who-two where you and i is ngban?	SELECT col5 FROM table_1_1015914_24 WHERE col2='ngban' 
What is we two where you two is ngipen?	SELECT col1 FROM table_1_1015914_24 WHERE col3='ngipen' 
What is who-two when you two is ngipelngu?	SELECT col5 FROM table_1_1015914_24 WHERE col3='ngipelngu' 
what's the points with driver  mark martin	SELECT col2 FROM table_1_10160447_1 WHERE col1='Mark Martin' 
what's the points with driver  rusty wallace	SELECT col2 FROM table_1_10160447_1 WHERE col1='Rusty Wallace' 
what's the total number of position with driver  robby gordon	SELECT COUNT(col0) FROM table_1_10160447_1 WHERE col1='Robby Gordon' 
what's the maximum position with winnings  $50,000	SELECT MAX(col0) FROM table_1_10160447_1 WHERE col3='$50,000' 
What actor was nominted for an award in the film Anastasiya Slutskaya?	SELECT col1 FROM table_1_10236830_6 WHERE col2='Anastasiya Slutskaya' 
What was the film Falling up nominated for?	SELECT col0 FROM table_1_10236830_6 WHERE col2='Falling Up' 
What is the name of the actress that was nominated for best actress in a leading role in the film Chopin: Desire for love?	SELECT col1 FROM table_1_10236830_6 WHERE col2='Chopin: Desire for Love' AND col0='Best Actress in a Leading Role' 
What is the name of the actress that was nominated for best actress in a leading role in the film Chopin: Desire for love?	SELECT col1 FROM table_1_10236830_6 WHERE col2='Chopin: Desire for Love' AND col0='Best Actress in a Leading Role' 
Which films does the actor Alla Sergiyko star in?	SELECT col2 FROM table_1_10236830_6 WHERE col1='Alla Sergiyko' 
Which nominations was the film 27 Stolen Kisses nominated for?	SELECT col0 FROM table_1_10236830_6 WHERE col2='27 Stolen Kisses' 
Which actor from Serbia was nominated for best actor in a supporting role?	SELECT col1 FROM table_1_10236830_4 WHERE col0='Best Actor in a Supporting Role' AND col4='Serbia' 
Vsevolod Shilovskiy is from what country?	SELECT col4 FROM table_1_10236830_4 WHERE col1='Vsevolod Shilovskiy' 
Which nominations are connected to the film Totalitarian Romance?	SELECT col0 FROM table_1_10236830_4 WHERE col2='Totalitarian Romance' 
Srdjan Dragojevic worked on a film which earned what nomination?	SELECT col0 FROM table_1_10236830_4 WHERE col3='Srdjan Dragojevic' 
Which actors are from Ukraine?	SELECT col1 FROM table_1_10236830_4 WHERE col4='Ukraine' 
What was the film that vadim ilyenko directed?	SELECT col2 FROM table_1_10236830_1 WHERE col3='Vadim Ilyenko' 
What was the actors name that vadim ilyenko directed?	SELECT col1 FROM table_1_10236830_1 WHERE col3='Vadim Ilyenko' 
What was the actors name for fuchzhou and nomination was best non-professional actor?	SELECT col1 FROM table_1_10236830_1 WHERE col2='Fuchzhou' AND col0='Best Non-Professional Actor' 
What film did michaylo ilyenko make with best actor in a supporting role?	SELECT col2 FROM table_1_10236830_1 WHERE col3='Michaylo Ilyenko' AND col0='Best Actor in a Supporting Role' 
What was the actor's name for best debut?	SELECT col1 FROM table_1_10236830_1 WHERE col0='Best Debut' 
What was the number of nominations for natalia raskokoha?	SELECT COUNT(col0) FROM table_1_10236830_1 WHERE col1='Natalia Raskokoha' 
What is the highest value of Total Goals?	SELECT MAX(col7) FROM table_1_10240125_1 WHERE 
When FA Cup Apps is 9 what is the smallest number of FA Cup Goals?	SELECT MIN(col5) FROM table_1_10240125_1 WHERE col4='9' 
What is the smallest number of Total Goals?	SELECT MIN(col7) FROM table_1_10240125_1 WHERE 
What circuit was the race where Hideki Mutoh had the fastest lap?	SELECT col1 FROM table_1_10264179_2 WHERE col4='Hideki Mutoh' 
what is the minimum production code with title "foreign exchange problem /turn about"	SELECT MIN(col1) FROM table_1_10269427_3 WHERE col2='"Foreign Exchange Problem / Turn About"' 
what is the episode #for title "the yindianapolis 500 /personality problem"	SELECT col0 FROM table_1_10269427_3 WHERE col2='"The Yindianapolis 500 / Personality Problem"' 
what is the episode #for production code 227	SELECT col0 FROM table_1_10269427_3 WHERE col1='227' 
who directed the movie written by is sib ventress /aydrea ten bosch	SELECT col3 FROM table_1_10269427_3 WHERE col4='Sib Ventress / Aydrea ten Bosch' 
what is the production code with title "skirting the issue /moon over my yinnie"	SELECT col1 FROM table_1_10269427_3 WHERE col2='"Skirting the Issue / Moon Over my Yinnie"' 
Whatis the number of total goals maximum?	SELECT MAX(col7) FROM table_1_10240125_2 WHERE 
HOW MANY TEMPERATURE INTERVALS ARE POSSIBLE TO USE WITH ACRYL? 	SELECT COUNT(col3) FROM table_1_10262329_1 WHERE col1='Acryl' 
How many matches where played with Jim Pugh?	SELECT COUNT(col5) FROM table_1_1028356_3 WHERE col4='Jim Pugh' 
What is the score with partner Jim Pugh?	SELECT col6 FROM table_1_1028356_3 WHERE col4='Jim Pugh' 
How many matched scored 36,76(5),63?	SELECT COUNT(col3) FROM table_1_1028356_3 WHERE col6='36, 76(5), 63' 
What is the score of the match with partner Jim Pugh?	SELECT col6 FROM table_1_1028356_3 WHERE col4='Jim Pugh' 
What year was the championship in Wimbledon (2)?	SELECT col1 FROM table_1_1028356_3 WHERE col2='Wimbledon (2)' 
What is the score of the match with opponents Gretchen Magers Kelly Jones?	SELECT col6 FROM table_1_1028356_3 WHERE col5='Gretchen Magers Kelly Jones' 
How many birthdays does Earl Hanley Beshlin have?	SELECT COUNT(col3) FROM table_1_10284385_1 WHERE col2='Earl Hanley Beshlin' 
Which politican party has a birthday of November 10,1880	SELECT col6 FROM table_1_10284385_1 WHERE col3='November 10, 1880' 
Which representative has a birthday of January 31,1866?	SELECT col2 FROM table_1_10284385_1 WHERE col3='January 31, 1866' 
What is the Singles W-L for the players named Laurynas Grigelis?	SELECT col6 FROM table_1_10295819_1 WHERE col0='Laurynas Grigelis' 
What is the Current singles ranking for the player named Mantas Bugailiskis?	SELECT col1 FROM table_1_10295819_1 WHERE col0='Mantas Bugailiskis' 
How many playerd Mrs. Darling in the 1999 Broadway?	SELECT COUNT(col8) FROM table_1_10312547_1 WHERE col0='Mrs. Darling' 
Who played Peter Pan in the 1990 Broadway?	SELECT col5 FROM table_1_10312547_1 WHERE col0='Peter Pan' 
Who played in the 1991 Broadway before Barbara McCulloh played the part in the 1999 Broadway?	SELECT col6 FROM table_1_10312547_1 WHERE col8='Barbara McCulloh' 
Who played in the 1990 Broadway after Tom Halloran played the character in the 1955 Broadcast?	SELECT col5 FROM table_1_10312547_1 WHERE col2='Tom Halloran' 
What character did Drake English play in the 1998 Broadway?	SELECT col0 FROM table_1_10312547_1 WHERE col7='Drake English' 
What date was BBC One total viewing greater then 11616996.338225884?	SELECT col1 FROM table_1_103084_4 WHERE col2>'11616996.3382' 
How many years did BBC One rank 20th?	SELECT COUNT(col0) FROM table_1_103084_4 WHERE col3='20th' 
What year was the BBC two total viewing 7,530,000?	SELECT MIN(col0) FROM table_1_103084_4 WHERE col4='7,530,000' 
 how many  function /genus  with escherichia being espd	SELECT COUNT(col0) FROM table_1_10321124_1 WHERE col4='EspD' 
what's the salmonella with escherichia being espd	SELECT col2 FROM table_1_10321124_1 WHERE col4='EspD' 
what's the  function /genus  with shigella being spa32	SELECT col0 FROM table_1_10321124_1 WHERE col1='Spa32' 
what's the salmonella with shigella being ipgc	SELECT col2 FROM table_1_10321124_1 WHERE col1='IpgC' 
what's the salmonella with escherichia being sepb (escn)	SELECT col2 FROM table_1_10321124_1 WHERE col4='SepB (EscN)' 
what's the shigella with yersinia being yscp	SELECT col1 FROM table_1_10321124_1 WHERE col3='YscP' 
How many original titles did Marriage Italian-Style have? 	SELECT COUNT(col2) FROM table_1_10321805_1 WHERE col1='Marriage Italian-Style' 
What year was a movie with the original title La Leggenda del Santo Bevitore submitted?	SELECT col0 FROM table_1_10321805_1 WHERE col2='La leggenda del santo bevitore' 
what's the camp with estimated deaths of 600,000	SELECT col0 FROM table_1_10335_1 WHERE col1='600,000' 
what's the operational period with camp  sajmiste	SELECT col2 FROM table_1_10335_1 WHERE col0='Sajmiste' 
what's the estimated deaths with operational period of 17 march 1942  end of june 1943	SELECT col1 FROM table_1_10335_1 WHERE col2='17 March 1942  end of June 1943' 
what's the current country of location with operational period  of summer of 1941 to 28 june 1944	SELECT col4 FROM table_1_10335_1 WHERE col2='Summer of 1941 to 28 June 1944' 
what's the occupied territory with estimated deaths of 600,000	SELECT col3 FROM table_1_10335_1 WHERE col1='600,000' 
what's the occupied territory with operational period of may 1940  january 1945	SELECT col3 FROM table_1_10335_1 WHERE col2='May 1940  January 1945' 
Which overall pick was traded to the Cleveland Browns?	SELECT col2 FROM table_1_10360823_1 WHERE col5='Traded to the Cleveland Browns' 
Overall pick 240 was a pick in which round?	SELECT col0 FROM table_1_10360823_1 WHERE col2='240' 
Which overall pick number went to college at Youngstown State?	SELECT MIN(col2) FROM table_1_10360823_1 WHERE col5='Youngstown State' 
What position is played by pick 255 overall?	SELECT col4 FROM table_1_10360823_1 WHERE col2='255' 
Which player was chosen in round 17?	SELECT col3 FROM table_1_10360823_1 WHERE col0='17' 
How is the smallest number of opponents when the opponent was at the green bay packers?	SELECT MIN(col5) FROM table_1_10361453_2 WHERE col2='at Green Bay Packers' 
The record of 7-3 had the largest attendance of what?	SELECT MAX(col7) FROM table_1_10361453_2 WHERE col6='7-3' 
The record of 9-4 was against which opponent?	SELECT col2 FROM table_1_10361453_2 WHERE col6='9-4' 
The game number of 8 had a record of what?	SELECT col6 FROM table_1_10361453_2 WHERE col0='8' 
What round was Steve Stonebreaker drafted?	SELECT MAX(col0) FROM table_1_10360656_1 WHERE col3='Steve Stonebreaker' 
Who was the top picki n the draft?	SELECT MIN(col1) FROM table_1_10360656_1 WHERE 
What round was Bill Hill drafted?	SELECT col1 FROM table_1_10360656_1 WHERE col3='Bill Hill' 
What was the name of the quarterback drafted?	SELECT col3 FROM table_1_10360656_1 WHERE col4='Quarterback' 
Where is the college where Keith Hartwig plays?	SELECT col5 FROM table_1_10361625_1 WHERE col3='Keith Hartwig' 
What is the name of the linebacker at Illinois college?	SELECT col3 FROM table_1_10361625_1 WHERE col4='Linebacker' AND col5='Illinois' 
What is the greatest round of overall 83?	SELECT MAX(col0) FROM table_1_10361625_1 WHERE col2='83' 
Which round did Tommy Kramer play in>	SELECT col0 FROM table_1_10361625_1 WHERE col3='Tommy Kramer' 
